Question ID,Answer
111111,"[('melampus', 0.07456659765355417), ('tantalus', 0.07139577228327232), ('anansi', 0.07102525859279295), ('bellerophon', 0.040788076478869395), ('thorstein_veblen', 0.0374961229702609), ('hathor', 0.037052409567573934), ('brahma', 0.0362185899990837), ('athena', 0.032072985347985354), ('pragmatism', 0.025088213858941867), ('hera', 0.020432620636795212), ('diomedes', 0.010233333333333337)]"
11158,"[('orinoco', 0.07495052015949653), ('leviathan_(book)', 0.062502398989899), ('clifford_geertz', 0.054749564270152505), ('bali', 0.05401764705882353), ('rosh_hashanah', 0.053978142303433), ('karl_marx', 0.05360000000000001), ('sukkot', 0.05340685425685427), ('abraham_maslow', 0.05323883477633478), ('beyond_good_and_evil', 0.052773809523809535), ('ethics_(book)', 0.05273138528138529), ('hannah_arendt', 0.0527308362369338)]"
11417,"[('seychelles', 0.10833636363636365), ('orinoco', 0.03654263916834341), ('stigmata', 0.03560555555555558), ('atacama_desert', 0.02867090643274855), ('the_republic_(plato)', 0.028300641025641022), ('sikhism', 0.02535694444444445), ('sukkot', 0.024997763347763352), ('franz_boas', 0.023785823754789277), ('sri_lanka', 0.00920233918128655), ('bali', 0.008840691192865102), ('the_dagda', 0.007191702741702742)]"
11578,"[('either/or', 0.10695282169521303), ('tractatus_logico-philosophicus', 0.06074852610409886), ('pragmatism', 0.0556041983210588), ('an_enquiry_concerning_human_understanding', 0.055266666666666665), ('daniel', 0.05339801587301588), ('martin_heidegger', 0.05262517992006989), ('the_consolation_of_philosophy', 0.05150606060606061), ('georg_wilhelm_friedrich_hegel', 0.03644316429602142), ('orion_(mythology)', 0.036142857142857164), ('the_golden_bough', 0.035543478260869565), ('ruth_benedict', 0.03528732407942934)]"
116501,"[('tlaloc', 0.10527285486844307), ('an_essay_concerning_human_understanding', 0.10239285714285715), ('enki', 0.07164957349413871), ('poseidon', 0.07067554908101135), ('albert_bandura', 0.06907894736842111), ('margaret_mead', 0.06893915558126082), ('anansi', 0.054080118190987764), ('atacama_desert', 0.05245506822612089), ('franz_boas', 0.04258052362707535), ('coming_of_age_in_samoa', 0.04212715247715247), ('hathor', 0.03895294514605224)]"
117082,"[('sikhism', 0.054398611111111106), ('milton_friedman', 0.052955808080808076), ('jeremy_bentham', 0.03775568792909221), ('franz_boas', 0.03754326309067687), ('heracles', 0.035273754474676636), ('anansi', 0.03475519447498853), ('epicurus', 0.03230634920634921), ('ahura_mazda', 0.027126687522835223), ('daniel', 0.026159325396825403), ('artemis', 0.022557972582972586), ('cognitive_dissonance', 0.007035470085470085)]"
11753,"[('pragmatism', 0.08116236108852384), ('druze', 0.07749444444444453), ('beyond_good_and_evil', 0.07723809523809526), ('an_enquiry_concerning_human_understanding', 0.05645000000000001), ('either/or', 0.05576844532279318), ('indra', 0.054667701863354026), ('stoicism', 0.05415358045792829), ('sikhism', 0.05371249999999999), ('thomas_hobbes', 0.05360379283026343), ('thoth', 0.052753397033644116), ('athena', 0.05184029304029303)]"
118482,"[('sukkot', 0.1630488895162808), ('hades', 0.10548353842064367), ('hermes', 0.10491700244200246), ('tezcatlipoca', 0.08346286596179947), ('stanley_milgram', 0.0738323412698413), ('the_republic_(plato)', 0.055182722832722866), ('dionysus', 0.053988943001443), ('the_sickness_unto_death', 0.053598351648351646), ('sikhism', 0.03846388888888888), ('robert_nozick', 0.03757441520467835), ('beyond_good_and_evil', 0.03685873015873016)]"
11914,"[('upanishads', 0.0023354978354978356), ('an_enquiry_concerning_human_understanding', 0.0021000000000000003), (""arrow's_impossibility_theorem"", 0.002), ('cognitive_dissonance', 0.0017000000000000001), ('diomedes', 0.0016666666666666666), ('critique_of_pure_reason', 0.0015952380952380953), ('cybele', 0.0015769230769230769), ('hypnos', 0.0015313852813852815), ('druze', 0.001377777777777778), ('tractatus_logico-philosophicus', 0.0012761609907120746), ('martin_heidegger', 0.0012176163199678423)]"
11942,"[('john_dewey', 0.0840909090909091), ('the_structure_of_scientific_revolutions', 0.05749404761904763), ('albert_bandura', 0.055738699690402495), ('georg_wilhelm_friedrich_hegel', 0.054532980919640574), ('gunnar_myrdal', 0.05306666666666667), ('ruth_benedict', 0.0528279063042221), ('ferdinand_de_saussure', 0.048789935064935064), ('cybele', 0.04010897435897434), ('alfred_adler', 0.037957885304659496), ('civilization_and_its_discontents', 0.03794401709401711), ('david_hume', 0.03733513431013429)]"
12026,"[('peter_abelard', 0.061411111111111104), ('stanley_milgram', 0.05266924603174603), ('john_locke', 0.05249444444444445), ('john_stuart_mill', 0.02719069801833777), ('heinrich_schliemann', 0.026266666666666664), ('franz_boas', 0.004441890166028097), ('nominalism', 0.004277777777777778), ('daniel', 0.004214285714285714), ('deirdre', 0.0035416666666666665), ('emile_durkheim', 0.0035250000000000004), ('diwali', 0.003369969040247678)]"
12033,"[('the_protestant_ethic_and_the_spirit_of_capitalism', 0.15927010582010587), ('the_guide_for_the_perplexed', 0.10594615384615387), ('john_locke', 0.10214444444444451), ('stoicism', 0.03618372146850407), ('the_sickness_unto_death', 0.03586309523809522), ('lake_tanganyika', 0.03462204968944099), ('ishtar', 0.02872285566400473), ('phillips_curve', 0.028231304126892353), ('bellerophon', 0.027757104700854716), ('sukkot', 0.027543506493506495), ('anomie', 0.024074350649350665)]"
12054,"[('friedrich_hayek', 0.03388370927318296), ('the_republic_(plato)', 0.025917735042735045), ('the_structure_of_scientific_revolutions', 0.021258333333333337), ('seychelles', 0.020688311688311693), ('sikhism', 0.02037916666666667), ('franz_boas', 0.02014048531289911), ('an_essay_concerning_human_understanding', 0.002525), ('cognitive_dissonance', 0.002326923076923077), ('william_james', 0.0023269230769230767), ('robert_nozick', 0.0020190058479532163), ('empedocles', 0.0019861111111111112)]"
12061,"[('john_stuart_mill', 0.054367741299418335), ('john_locke', 0.0543388888888889), ('lake_malawi', 0.051269758064516134), ('stanley_milgram', 0.05117567155067158), ('diwali', 0.0432011609907121), ('peter_abelard', 0.03572407407407406), ('the_protestant_ethic_and_the_spirit_of_capitalism', 0.03537830687830688), ('orinoco', 0.03484045054641575), ('athena', 0.034472985347985347), ('heinrich_schliemann', 0.028900000000000006), ('martin_heidegger', 0.01939501957025322)]"
12075,"[('tantalus', 0.05245555555555556), ('guru_nanak', 0.05239564482195744), ('stoicism', 0.051891105235670455), ('beyond_good_and_evil', 0.05162777777777777), ('symposium_(plato)', 0.03683333333333333), ('milton_friedman', 0.03633080808080808), ('robert_nozick', 0.035635672514619875), ('anomie', 0.028605555555555558), ('hathor', 0.02856528166072175), ('bellerophon', 0.023905748501084328), ('hephaestus', 0.02330129526905843)]"
120974,"[('alfred_adler', 0.06832451612903225), ('jainism', 0.05242756097560976), ('bali', 0.03541111111111111), ('max_weber', 0.034857575757575754), ('sisyphus', 0.0339739500265816), ('great_zimbabwe', 0.02667380952380952), ('zoroastrianism', 0.026506684981684982), ('ahura_mazda', 0.025991018146388992), ('bronislaw_malinowski', 0.017815268728922792), ('athena', 0.005574542124542126), (""arrow's_impossibility_theorem"", 0.005333333333333333)]"
121856,"[('heracles', 0.054474253259967555), ('bellerophon', 0.05392215843857638), ('tezcatlipoca', 0.028998070814290643), ('deirdre', 0.0075), ('heimdallr', 0.007452564102564101), ('diomedes', 0.007283333333333336), ('cybele', 0.007001068376068377), ('quetzalcoatl', 0.0067170995670995685), ('theseus', 0.006699999999999999), ('orion_(mythology)', 0.006604761904761903), ('baldr', 0.006557144979203801)]"
122073,"[('ruth_benedict', 0.03378157894736842), ('civilization_and_its_discontents', 0.025435714285714287), ('max_weber', 0.0031396103896103897), ('cognitive_dissonance', 0.003), ('immanuel_kant', 0.00246078431372549), ('homo_erectus', 0.0020952380952380953), ('either/or', 0.0020545454545454547), ('empedocles', 0.002041666666666667), ('david_hume', 0.0019916666666666668), ('the_golden_bough', 0.0019333333333333333), ('john_stuart_mill', 0.0018945578231292517)]"
122080,"[('stoicism', 0.05501652245130507), ('beyond_good_and_evil', 0.05282380952380952), ('tantalus', 0.05200833333333334), ('guru_nanak', 0.05195135380615257), ('anomie', 0.027291558441558443), ('hathor', 0.025942258748674448), ('ganesha', 0.022047241285284763), ('hephaestus', 0.021898921911421915), ('bellerophon', 0.021707574786324794), ('agni', 0.017816063229699596), ('cognitive_dissonance', 0.007137179487179487)]"
12292,"[('hypnos', 0.32885026227382586), ('hephaestus', 0.08823184439829182), ('thomas_hobbes', 0.05597462298050534), ('sisyphus', 0.051996166552745506), ('epic_of_gilgamesh', 0.051793073249652176), ('poseidon', 0.04408259378689868), ('odin', 0.036754761904761894), ('baldr', 0.03671430213233621), ('bali', 0.03665230179028135), ('georg_wilhelm_friedrich_hegel', 0.03546801484230056), ('melampus', 0.028136637336093853)]"
12320,"[('ganesha', 0.06644520986260116), ('druze', 0.0639063492063492), ('ishtar', 0.055000280981957986), ('enki', 0.0535454353936771), ('huitzilopochtli', 0.05340470383275263), ('epic_of_gilgamesh', 0.0513648557464347), ('guru_nanak', 0.04202660471002259), ('hathor', 0.03922764950673223), ('tezcatlipoca', 0.03880869045893973), ('john_locke', 0.036513888888888894), ('cybele', 0.030870512820512824)]"
123634,"[('nominalism', 0.006527777777777778), ('cognitive_dissonance', 0.005708547008547008), ('emile_durkheim', 0.005370833333333335), (""arrow's_impossibility_theorem"", 0.005), ('diomedes', 0.004916666666666666), ('cybele', 0.004737179487179486), ('bronislaw_malinowski', 0.004731319632042657), ('the_golden_bough', 0.004685990338164251), ('donatism', 0.004666666666666666), ('thomas_hobbes', 0.004482082732082731), ('an_enquiry_concerning_human_understanding', 0.004466666666666667)]"
12460,"[('the_republic_(plato)', 0.10161367521367523), ('sikhism', 0.07674444444444445), ('isaiah', 0.05210937851647047), ('rama', 0.051732354601919855), ('krishna', 0.050839954167368355), ('baldr', 0.035792891542581966), ('bellerophon', 0.03416918851256539), ('poseidon', 0.02607954236295786), ('jainism', 0.025677560975609758), ('symposium_(plato)', 0.023277777777777786), ('max_weber', 0.02176067653276956)]"
12726,"[('janus', 0.10174788951218172), ('yom_kippur', 0.048046215626478796), ('enki', 0.04247166880789006), ('hathor', 0.0381794007335895), ('irrawaddy_river', 0.036454358141858136), ('rosh_hashanah', 0.035298913344407525), ('sisyphus', 0.035041228070175436), ('cybele', 0.03070897435897436), ('theseus', 0.02908333333333334), ('agni', 0.028455131837859114), ('poseidon', 0.028042389496262737)]"
12817,"[('hephaestus', 0.05507639443889442), ('guru_nanak', 0.053779145166838675), ('stoicism', 0.053439260406651715), ('cadmus', 0.05309821428571429), ('bali', 0.0529484126984127), ('tantalus', 0.052429166666666666), ('anansi', 0.05227144673277397), ('beyond_good_and_evil', 0.05208095238095238), ('orinoco', 0.05055612005365527), ('bellerophon', 0.04727139423076925), ('hathor', 0.04522547720042419)]"
12999,"[('hera', 0.12089797960999575), ('ruth_benedict', 0.06895007761338831), ('tantalus', 0.06687805250305252), ('sisyphus', 0.051480808080808085), ('tlaloc', 0.05148014705882353), ('an_essay_concerning_human_understanding', 0.05133333333333332), ('guru_nanak', 0.05132712668857248), ('hades', 0.04365593295593297), ('hathor', 0.04196624329776504), ('brahma', 0.041822576154949546), ('albert_bandura', 0.03461150670794633)]"
13125,"[('jainism', 0.11322256097560977), ('tlaloc', 0.10555538796715266), ('either/or', 0.06618892810088464), ('ganesha', 0.05961433634914145), ('fear_and_trembling', 0.05754285714285715), ('thomas_hobbes', 0.0572259924171689), ('bronislaw_malinowski', 0.056870246835107816), ('brahma', 0.056828095819163905), ('heimdallr', 0.0562668498168498), ('artemis', 0.055833531746031735), ('cadmus', 0.05553967086834733)]"
13167,"[('heracles', 0.027397033939736283), ('baldr', 0.02474648184632705), ('agni', 0.019189319234725933), ('cybele', 0.007132478632478633), ('an_enquiry_concerning_human_understanding', 0.006633333333333333), ('dead_sea_scrolls', 0.0063750000000000005), ('manichaeism', 0.006103463203463203), ('theseus', 0.005608333333333334), ('diomedes', 0.005491666666666668), ('a_theory_of_justice', 0.005431818181818182), ('kaaba', 0.005309523809523809)]"
13195,"[('john_locke', 0.05407777777777778), ('hera', 0.05382931387608808), ('civilization_and_its_discontents', 0.05352857142857143), ('epic_of_gilgamesh', 0.05303824098100414), ('vishnu', 0.05253419913419913), ('brahma', 0.05198585708084574), ('loki', 0.05166753246753245), ('arianism', 0.051500000000000004), ('enki', 0.043665519000749206), ('freyja', 0.03938484848484848), ('hermes', 0.030087698412698406)]"
13293,"[('rama', 0.034968774703557325), ('taliesin', 0.026321428571428575), ('indra', 0.026164988393249263), ('artemis', 0.01939636752136752), ('heimdallr', 0.004251282051282052), ('deirdre', 0.004083333333333334), ('theseus', 0.0039833333333333335), ('anansi', 0.0032016371627355605), ('diwali', 0.003172268907563025), ('the_dagda', 0.002996464646464647), ('enlil', 0.0029571428571428574)]"
163618,"[('daniel', 0.15272738095238095), ('yom_kippur', 0.12302096879728461), ('rosh_hashanah', 0.07787691029900334), ('the_guide_for_the_perplexed', 0.05298717948717948), ('beyond_good_and_evil', 0.051649999999999995), ('sukkot', 0.05136645021645023), ('karl_marx', 0.05110000000000001), ('clifford_geertz', 0.05106437908496732), ('ethics_(book)', 0.05085119047619048), ('abraham_maslow', 0.05070784632034632), ('hannah_arendt', 0.05034872241579559)]"
188314,"[('beyond_good_and_evil', 0.06835476190476193), ('ethics_(book)', 0.06810504201680671), ('coming_of_age_in_samoa', 0.0679834757834758), ('atalanta', 0.06764056372549018), ('epic_of_gilgamesh', 0.06719719384936779), ('martin_heidegger', 0.06215341681816659), ('the_republic_(plato)', 0.05207516025641026), ('john_kenneth_galbraith', 0.051036796536796526), ('seychelles', 0.0508047619047619), ('brahma', 0.050747076023391825), ('baldr', 0.05066013071895427)]"
