Question ID,Answer
108094,"[('torque', 0.46763162393162394), ('aorta', 0.40397222222222207), ('cyclic_adenosine_monophosphate', 0.40146017316017313), ('spleen', 0.2135708638294028), ('dopamine', 0.20095622710622707), ('liver', 0.13878556003383588), ('caenorhabditis_elegans', 0.13707222222222218), ('angular_momentum', 0.1349719362603133), ('kidney', 0.1136214285714286), ('photosynthesis', 0.1069), ('electronegativity', 0.10238917748917749)]"
108535,"[('ester', 0.04064192307692307), ('wittig_reaction', 0.03953873988330512), ('equilibrium_constant', 0.006964285714285714), ('alkene', 0.006695238095238094), ('photoelectric_effect', 0.006476190476190475), ('arrhenius_equation', 0.006475524475524475), ('ether', 0.0060833333333333356), ('niels_bohr', 0.005598484848484849), ('amine', 0.005256227106227106), ('liver', 0.004791048415186346), ('cartilage', 0.004666666666666666)]"
110054,"[('sulfuric_acid', 0.03451374974232116), ('dopamine', 0.02633131868131868), ('cholesterol', 0.021898494397759104), ('insulin', 0.021263848631239937), ('retina', 0.021004070239596547), ('glycolysis', 0.00465025641025641), ('thyroid', 0.0038060897435897444), ('fermentation', 0.003678571428571429), ('redshift', 0.003533333333333333), ('friction', 0.0033928571428571428), ('alkene', 0.003065476190476191)]"
112693,"[('electronegativity', 0.1012036866359447), ('wittig_reaction', 0.052236335403726714), ('cherenkov_radiation', 0.05168525641025641), ('hydrazine', 0.05165666666666668), ('colligative_properties', 0.051625000000000004), ('vapor_pressure', 0.05124141553172993), ('pauli_exclusion_principle', 0.051217156862745104), ('photoelectric_effect', 0.03695238095238096), ('ether', 0.03575), ('vorticity', 0.03553345902463549), ('operon', 0.03505238095238096)]"
113057,"[('edward_jenner', 0.10089285714285715), ('birefringence', 0.10047882205513785), ('hall_effect', 0.05175860805860806), ('dopamine', 0.05089358974358974), ('liquid_crystal', 0.03451623931623932), ('wittig_reaction', 0.034421993224167155), ('neutrino', 0.034190476190476195), ('bose-einstein_condensate', 0.034178282828282835), ('mitochondrion', 0.03385997150997151), ('moment_of_inertia', 0.02143916779737676), ('ferromagnetism', 0.017291781874039937)]"
113659,"[('birefringence', 0.10484505012531328), ('hydrazine', 0.10306814814814817), ('spleen', 0.10251226054938108), ('magnetic_field', 0.10080277777777785), ('vorticity', 0.08194037412535862), ('vapor_pressure', 0.07963459383753503), ('torque', 0.07758977025153496), ('gibbs_free_energy', 0.07712168605279551), ('spin_(physics)', 0.07351368239603533), ('entropy', 0.052300242658124746), ('sulfuric_acid', 0.05177780490186506)]"
113813,"[('fugacity', 0.0017000000000000001), ('hydrazine', 0.0011964285714285716), ('diffraction', 0.001142857142857143), ('surface_tension', 0.0011111111111111111), ('paramagnetism', 0.001090909090909091), ('adenosine_triphosphate', 0.001), ('electron_transport_chain', 0.001), ('compton_scattering', 0.001), ('dark_matter', 0.001), ('malaria', 0.001), ('capacitor', 0.001)]"
115780,"[('titanium', 0.0017000000000000001), ('surface_tension', 0.0013111111111111112), ('fugacity', 0.0012333333333333335), ('dark_matter', 0.0012000000000000001), ('aspirin', 0.0012000000000000001), ('mitochondrion', 0.00115), ('paramagnetism', 0.0011435406698564593), ('compton_scattering', 0.001142857142857143), ('lysosome', 0.0011250000000000001), ('capacitor', 0.0011250000000000001), ('ethylene', 0.0011111111111111111)]"
116389,"[('apoptosis', 0.19538022177539674), ('atp_synthase', 0.16538633392751032), ('photosynthesis', 0.15273333333333322), ('histone', 0.11316325341325349), ('brownian_motion', 0.10680000000000006), ('vitamin_k', 0.10459166666666667), ('aldosterone', 0.10360000000000008), ('citric_acid_cycle', 0.07301007326007322), ('peptidoglycan', 0.07140952380952384), ('mitochondrion', 0.06656667961667966), ('chloroplast', 0.06441666666666666)]"
122430,"[('neutrino', 0.061831349206349216), ('cherenkov_radiation', 0.052731361775479435), ('aspirin', 0.03525476190476193), ('arrhenius_equation', 0.035236544011544), ('neutron', 0.03246765745692217), ('hall_effect', 0.027215268065268083), ('moment_of_inertia', 0.02211169261915531), ('bose-einstein_condensate', 0.01678250360750361), ('higgs_boson', 0.010554761904761904), ('redshift', 0.009083333333333336), ('ether', 0.007458333333333336)]"
145558,"[('spleen', 0.10145108543417368), ('liver', 0.06925097153804048), ('chromatography', 0.005250000000000001), ('chloroplast', 0.0045000000000000005), ('redshift', 0.0044), ('viscosity', 0.004283333333333333), ('antibody', 0.0037265132139812445), ('peptidoglycan', 0.003714285714285714), ('helmholtz_free_energy', 0.0036681372549019612), ('ether', 0.0035), ('birefringence', 0.0034535296574770263)]"
147637,"[('pauli_exclusion_principle', 0.003375), ('spin_(physics)', 0.0029333333333333334), ('bose-einstein_condensate', 0.0016333333333333334), ('dark_matter', 0.0015769230769230769), ('neutron', 0.0014166666666666668), ('higgs_boson', 0.0013333333333333333), ('hydrazine', 0.00125), ('doppler_effect', 0.0010833333333333333), ('citric_acid_cycle', 0.001), ('triton_(moon)', 0.001), ('niels_bohr', 0.001)]"
161777,"[('niels_bohr', 0.10520757575757576), ('chlorophyll_a', 0.10202644110275692), ('brownian_motion', 0.07286666666666668), ('pauli_exclusion_principle', 0.0692127708978328), ('photosynthesis', 0.06833809523809523), ('spin_(physics)', 0.05474288946347771), ('photoelectric_effect', 0.046345238095238106), ('electronegativity', 0.045462333634107836), ('raman_scattering', 0.036212405805483606), ('paramagnetism', 0.03135121208192896), ('alkene', 0.007182142857142857)]"
168420,"[('peptidoglycan', 0.10057142857142858), ('cellulose', 0.10014285714285714), ('aldosterone', 0.033558333333333336), ('aspirin', 0.025583333333333336), ('insulin', 0.025222222222222222), ('photoelectric_effect', 0.0018333333333333333), ('polarization_(waves)', 0.0015333333333333334), ('atp_synthase', 0.0014333333333333333), ('magnetic_field', 0.0013166666666666667), ('doppler_effect', 0.0013), ('compton_scattering', 0.0012954545454545454)]"
170184,"[('compton_scattering', 0.10356646825396824), ('raman_scattering', 0.07042442645074226), ('caenorhabditis_elegans', 0.0674986111111111), ('triton_(moon)', 0.054309523809523814), ('vapor_pressure', 0.0536783202936347), ('hydrazine', 0.05242476190476191), ('sulfuric_acid', 0.04683389154704945), ('infrared_spectroscopy', 0.04412316017316019), ('ethylene', 0.035944444444444446), ('entropy', 0.03566427176482681), ('hall_effect', 0.03461794871794872)]"
173894,"[('dopamine', 0.10997179487179493), ('colligative_properties', 0.10342500000000003), ('mitochondrion', 0.10302608132608135), ('photoelectric_effect', 0.1029166666666667), ('raman_scattering', 0.10279298502009496), ('ketone', 0.10277424242424245), ('moment_of_inertia', 0.10227153030699773), ('glycolysis', 0.10226222222222224), ('ester', 0.10178895026026609), ('gibbs_free_energy', 0.10178265182884752), ('niels_bohr', 0.10168030303030302)]"
184632,"[('angular_momentum', 0.001604609929078014), ('electronegativity', 0.0015714285714285715), ('brownian_motion', 0.0015), ('mitochondrion', 0.0014761904761904762), ('fugacity', 0.0012833333333333334), ('transcription_(genetics)', 0.0012000000000000001), ('vorticity', 0.001183823529411765), ('magnetic_monopole', 0.001142857142857143), ('magnetic_field', 0.0011111111111111111), ('glycolysis', 0.001090909090909091), ('diffraction', 0.0010555555555555557)]"
185269,"[('insulin', 0.07660370370370373), ('alkene', 0.003322619047619048), ('raman_scattering', 0.0031201589331384724), ('ether', 0.003), ('ketone', 0.0028409090909090906), ('operon', 0.002833333333333334), ('atp_synthase', 0.002829411764705882), ('brownian_motion', 0.0026000000000000003), ('paramagnetism', 0.002574060150375939), ('cartilage', 0.0025), ('liver', 0.00243769592476489)]"
188363,"[('liver', 0.10439304809175501), ('cyclic_adenosine_monophosphate', 0.05549329004329005), ('thyroid', 0.05380630341880342), ('aorta', 0.052138888888888894), ('edward_jenner', 0.05130952380952382), ('glycolysis', 0.04613313131313131), ('kidney', 0.04381904761904763), ('microtubule', 0.03754980392156863), ('anaphase', 0.03727777777777778), ('hydrazine', 0.036948703703703706), ('pancreas', 0.031775570461879545)]"
8176,"[('mitochondrion', 0.08628390054390055), ('citric_acid_cycle', 0.06963553113553111), ('abscisic_acid', 0.05451666666666665), ('phloem', 0.052086211769260544), ('photosynthesis', 0.05182857142857145), ('cellulose', 0.03640476190476192), ('pancreas', 0.03444309453986874), ('operon', 0.03177777777777779), ('apoptosis', 0.029299424329647026), ('chloroplast', 0.02861666666666667), ('antibody', 0.02632823020894094)]"
8197,"[('anaphase', 0.0908698412698413), ('placenta', 0.06787692307692308), ('meiosis', 0.003642857142857143), ('friction', 0.0030095238095238096), ('neutron', 0.002721818181818182), ('infrared_spectroscopy', 0.0027111989459815545), ('fermentation', 0.002535714285714286), ('retina', 0.002533135834979153), ('adenosine_triphosphate', 0.0025), ('histone', 0.0024935897435897436), ('polarization_(waves)', 0.0024000000000000002)]"
8295,"[('mitochondrion', 0.11806377696377698), ('ester', 0.100838130154446), ('phloem', 0.06837215151700392), ('cellulose', 0.05192857142857144), ('hemoglobin', 0.05100481000481002), ('abscisic_acid', 0.036149999999999995), ('chlorophyll_a', 0.03552495822890559), ('capacitance', 0.0346095238095238), ('apoptosis', 0.020612103538031428), ('chloroplast', 0.005000000000000001), ('cartilage', 0.004699999999999999)]"
8309,"[('fermentation', 0.101), ('titration', 0.10091666666666668), ('infrared_spectroscopy', 0.10075), ('nernst_equation', 0.05081111111111111), ('ester', 0.05057702182284981), ('pancreas', 0.045848484848484854), ('insulin', 0.03466014492753623), ('photosynthesis', 0.0345), ('mitochondrion', 0.034416666666666665), ('beta_decay', 0.03378333333333333), ('raman_scattering', 0.025709890109890114)]"
8428,"[('glycolysis', 0.05872666666666668), ('beta_decay', 0.005849999999999998), ('cartilage', 0.00575), ('fermentation', 0.005595238095238095), ('mitochondrion', 0.005029072779072781), ('transcription_(genetics)', 0.004897435897435897), ('electron_transport_chain', 0.0048333333333333344), ('citric_acid_cycle', 0.004652930402930402), ('cyclic_adenosine_monophosphate', 0.004578896103896104), ('ether', 0.0045000000000000005), ('diffraction', 0.004271428571428571)]"
8617,"[('insulin', 0.10210582010582016), ('tetanus', 0.1017857142857143), ('transfer_rna', 0.08063578551078555), ('bacteriophage', 0.05164935064935067), ('neutron', 0.051027330447330446), ('infrared_spectroscopy', 0.05093073122529646), ('ether', 0.005083333333333333), ('redshift', 0.004750000000000001), ('dopamine', 0.004543589743589742), ('chromatography', 0.003833333333333333), ('cartilage', 0.003583333333333334)]"
8708,"[('insulin', 0.0679036231884058), ('spleen', 0.050211111111111116), ('antibody', 0.03436666666666666), ('pauli_exclusion_principle', 0.0262), ('atp_synthase', 0.02453888888888889), ('retina', 0.021181714586255264), ('abscisic_acid', 0.003), ('glycolysis', 0.0027), ('helmholtz_free_energy', 0.0024761904761904764), ('paramagnetism', 0.002476190476190476), ('viscosity', 0.0023333333333333335)]"
8806,"[('vapor_pressure', 0.08541566293183941), ('liver', 0.07429043513957309), ('phloem', 0.07233913564398803), ('wittig_reaction', 0.05334358178053832), ('electronegativity', 0.05245974025974026), ('hydrazine', 0.05172368686868687), ('pauli_exclusion_principle', 0.05119659442724459), ('ether', 0.03725), ('magnetic_monopole', 0.03581781727044884), ('aardvark', 0.03556666666666667), ('diffusion', 0.035207894736842105)]"
8813,"[('raman_scattering', 0.054605342628161975), ('bose-einstein_condensate', 0.02358268398268398), ('sulfuric_acid', 0.016843215723290908), ('piezoelectricity', 0.015794696969696972), ('photoelectric_effect', 0.01169047619047619), ('alkene', 0.010370238095238096), ('cartilage', 0.009916666666666664), ('mitochondrion', 0.009741608391608394), ('insulin', 0.009355770557944466), ('aspirin', 0.009345238095238092), ('cellulose', 0.009214285714285713)]"
8897,"[('adrenal_gland', 0.0013333333333333333), ('placenta', 0.0011333333333333334), ('glycolysis', 0.0011111111111111113), ('histone', 0.0010769230769230769), ('raman_scattering', 0.001028985507246377), ('redshift', 0.001), ('ether', 0.001), ('chromatography', 0.001), ('paramagnetism', 0.0008809523809523809), ('fermentation', 0.0007857142857142856), ('apoptosis', 0.0007487804878048781)]"
8932,"[('chlorophyll_a', 0.10317326649958233), ('niels_bohr', 0.1022909090909091), ('brownian_motion', 0.06906666666666668), ('pauli_exclusion_principle', 0.06889298245614034), ('photosynthesis', 0.06755238095238095), ('electronegativity', 0.0633569264069264), ('spin_(physics)', 0.053687394957983206), ('raman_scattering', 0.035332368299130314), ('torque', 0.0345815527065527), ('paramagnetism', 0.03344757727652464), ('hall_effect', 0.027760989010989015)]"
9373,"[('mitochondrion', 0.10537618788618791), ('glycolysis', 0.10407535353535353), ('colligative_properties', 0.10386785714285716), ('ketone', 0.1036277888777889), ('ester', 0.10337833749096915), ('gibbs_free_energy', 0.10301309366005153), ('capacitance', 0.10231904761904764), ('benzene', 0.10214444444444445), ('niels_bohr', 0.10203181818181818), ('moment_of_inertia', 0.10169336084727877), ('photoelectric_effect', 0.10164285714285716)]"
9485,"[('sulfuric_acid', 0.10707295186016988), ('abscisic_acid', 0.10655000000000003), ('retina', 0.1044965736849872), ('moment_of_inertia', 0.10222068634102215), ('friction', 0.10210317460317464), ('hydrazine', 0.09732124338624343), ('entropy', 0.08533994575490458), ('capacitor', 0.07090277777777779), ('helmholtz_free_energy', 0.05531356672223544), ('ester', 0.05385236467236465), ('vapor_pressure', 0.05220002897710808)]"
