Question ID,Answer
184632,"[('angular_momentum', 0.10058333333333334), ('zeeman_effect', 0.033666666666666664), ('birefringence', 0.03333333333333333), ('vorticity', 0.0011250000000000001), ('glycolysis', 0.001), ('fugacity', 0.001), ('electronegativity', 0.001), ('magnetic_field', 0.001), ('transcription_(genetics)', 0.001), ('ernest_rutherford', 0.001), ('diffraction', 0.001)]"
185269,"[('insulin', 0.027062500000000003), ('ketone', 0.003390909090909091), ('raman_scattering', 0.003278823529411765), ('atp_synthase', 0.0030555555555555557), ('alkene', 0.002976923076923077), ('paramagnetism', 0.0029500000000000004), ('operon', 0.0025833333333333333), ('liver', 0.002533377250768555), ('bose-einstein_condensate', 0.0025212765957446804), ('amine', 0.0024666666666666674), ('aspirin', 0.0024000000000000002)]"
188363,"[('aorta', 0.07546428571428573), ('liver', 0.052009908609908624), ('cyclic_adenosine_monophosphate', 0.051976190476190474), ('edward_jenner', 0.05), ('glycolysis', 0.0442), ('anaphase', 0.035083333333333334), ('microtubule', 0.034999999999999996), ('hydrazine', 0.03456041666666666), ('wittig_reaction', 0.03348333333333333), ('pancreas', 0.02648843081982617), ('tetanus', 0.026333333333333334)]"
8176,"[('angular_momentum', 0.05196428571428572), ('fugacity', 0.051591355311355315), ('mitochondrion', 0.03613412401551937), ('gibbs_free_energy', 0.03538501774458393), ('phloem', 0.023489379084967326), ('cyclic_adenosine_monophosphate', 0.01812215320910973), ('colligative_properties', 0.0074), ('amine', 0.006866666666666665), ('dark_matter', 0.006757575757575758), ('citric_acid_cycle', 0.006500000000000001), ('operon', 0.006333333333333333)]"
8197,"[('anaphase', 0.08728095238095238), ('capacitor', 0.05139285714285715), ('paramagnetism', 0.03464988344988345), ('angular_momentum', 0.03436071428571429), ('retina', 0.02750119047619048), ('arrhenius_equation', 0.026783766233766233), ('friction', 0.023600000000000006), ('neutron', 0.0037159090909090905), ('meiosis', 0.00325), ('diffraction', 0.0030386904761904765), ('histone', 0.0028666666666666667)]"
8295,"[('phloem', 0.03504131652661065), ('capacitance', 0.03437777777777778), ('mitochondrion', 0.016158970099667776), ('apoptosis', 0.003786507936507937), ('peroxisome', 0.0026666666666666666), ('abscisic_acid', 0.002654761904761905), ('chloroplast', 0.002625), ('cartilage', 0.0026), ('helmholtz_free_energy', 0.0023392857142857148), ('viscosity', 0.0022380952380952382), ('fermentation', 0.0022)]"
8309,"[('anaphase', 0.1005), ('pancreas', 0.08125757575757578), ('glycolysis', 0.0025), ('friction', 0.002), ('serotonin', 0.002), ('fermentation', 0.002), ('helmholtz_free_energy', 0.0018333333333333333), ('nernst_equation', 0.0017000000000000001), ('atp_synthase', 0.001672222222222222), ('titration', 0.0016666666666666666), ('piezoelectricity', 0.001625)]"
8428,"[('glycolysis', 0.05793333333333334), ('raman_scattering', 0.051628738059326294), ('electronegativity', 0.0513921568627451), ('wittig_reaction', 0.05125748299319728), ('angular_momentum', 0.050779761904761904), ('dopamine', 0.050757236227824465), ('titration', 0.05053333333333333), ('zeeman_effect', 0.05051496948893974), ('infrared_spectroscopy', 0.034095238095238095), ('vorticity', 0.03401126651126651), ('ester', 0.02680344827586207)]"
8617,"[('capacitor', 0.15409523809523806), ('gibbs_free_energy', 0.15116847643766448), ('wittig_reaction', 0.13692529375386517), ('neutron', 0.10699765512265512), ('bacteriophage', 0.10477857142857144), ('syphilis', 0.10333333333333332), ('sulfuric_acid', 0.10312660858344472), ('infrared_spectroscopy', 0.10165833333333332), ('chloroplast', 0.10162500000000001), ('antibody', 0.10158681318681319), ('insulin', 0.07971859243697481)]"
8708,"[('retina', 0.02120778985507247), ('abscisic_acid', 0.0030714285714285713), ('glycolysis', 0.00265), ('helmholtz_free_energy', 0.002422619047619048), ('amine', 0.0023333333333333335), ('viscosity', 0.0022380952380952382), ('paramagnetism', 0.0022184981684981687), ('cellulose', 0.002), ('citric_acid_cycle', 0.0018333333333333333), ('atp_synthase', 0.0016083333333333334), ('placenta', 0.0015666666666666667)]"
8806,"[('liver', 0.05507064642282034), ('phloem', 0.05325490196078432), ('mitochondrion', 0.0519983388704319), ('antibody', 0.05131538461538461), ('amine', 0.0059499999999999996), ('cartilage', 0.00555), ('citric_acid_cycle', 0.0055000000000000005), ('glycolysis', 0.005116666666666667), ('vitamin_k', 0.004999999999999999), ('magnetic_field', 0.004915584415584416), ('diffraction', 0.004730637254901962)]"
8813,"[('raman_scattering', 0.05373065503124327), ('sulfuric_acid', 0.05237403491622507), ('piezoelectricity', 0.043167640692640695), ('bose-einstein_condensate', 0.022928203002671087), ('insulin', 0.0069136953945457755), ('liquid_crystal', 0.006216666666666667), ('lysosome', 0.005833333333333333), ('dopamine', 0.005808309990662932), ('thyroid', 0.005746794871794872), ('pancreas', 0.0057403318903318885), ('ernest_rutherford', 0.005625000000000001)]"
8897,"[('pauli_exclusion_principle', 0.03345833333333333), ('vorticity', 0.03333333333333333), ('higgs_boson', 0.03333333333333333), ('apoptosis', 0.020500000000000004), ('placenta', 0.001), ('glycolysis', 0.001), ('histone', 0.001), ('raman_scattering', 0.001), ('paramagnetism', 0.0008333333333333333), ('dark_matter', 0.0005), ('gibbs_free_energy', 0.0005)]"
8932,"[('torque', 0.034414808230984695), ('electronegativity', 0.03184989814107462), ('hall_effect', 0.027293290043290043), ('capacitance', 0.027030555555555558), ('dark_matter', 0.0266504329004329), ('turbulence', 0.0260968253968254), ('amine', 0.006233333333333334), ('ether', 0.005208333333333333), ('paramagnetism', 0.004782881884197674), ('angular_momentum', 0.004230952380952381), ('vitamin_k', 0.0041666666666666675)]"
9373,"[('satyendra_nath_bose', 0.15666666666666665), ('anthrax', 0.13500793650793652), ('cellulose', 0.10716666666666669), ('meiosis', 0.10308333333333332), ('dark_energy', 0.10283333333333337), ('lyme_disease', 0.069625), ('phloem', 0.06915499533146596), ('moment_of_inertia', 0.052124999999999984), ('zeeman_effect', 0.05110361733210031), ('liver', 0.04320541526374858), ('liquid_crystal', 0.03953630952380952)]"
9485,"[('hydrazine', 0.2204828533026114), ('aldosterone', 0.15316666666666667), ('sulfuric_acid', 0.12467505898176524), ('surface_tension', 0.10361111111111113), ('fugacity', 0.10338112260288733), ('paramagnetism', 0.10303642191142194), ('fermentation', 0.10253333333333334), ('adenosine_triphosphate', 0.10141111111111113), ('liver', 0.07092033011272143), ('raman_scattering', 0.061395213675213674), ('spin_(physics)', 0.05329)]"
