Question ID,Answer
108535,"[('hydrazine', 0.02058333333333334), ('wittig_reaction', 0.008), ('arrhenius_equation', 0.004), ('raman_scattering', 0.0023095238095238095), ('electron_transport_chain', 0.002), ('niels_bohr', 0.002), ('ester', 0.0017000000000000001), ('electronegativity', 0.0015), ('insulin', 0.00125), ('dark_matter', 0.001), ('lyme_disease', 0.001)]"
110054,"[('mitochondrion', 0.05), ('phloem', 0.025), ('anthrax', 0.001), ('transfer_rna', 0.0005), ('photosynthesis', 0.0005), ('electron_transport_chain', 0.0003333333333333333), ('cholesterol', 0.0003333333333333333), ('bose-einstein_condensate', 0.00025), ('neutrino', 0.00025), ('ketone', 0.00025), ('retina', 0.0002)]"
112693,"[('zeeman_effect', 0.0715909090909091), ('bose-einstein_condensate', 0.05866666666666667), ('vorticity', 0.03383333333333333), ('magnetic_monopole', 0.03333333333333333), ('dark_energy', 0.025333333333333336), ('anthrax', 0.002), ('corpus_callosum', 0.0015), ('birefringence', 0.0012000000000000001), ('momentum', 0.001), ('arrhenius_equation', 0.001), ('liquid_crystal', 0.0008666666666666666)]"
113057,"[('wittig_reaction', 0.03333333333333333), ('arrhenius_equation', 0.001), ('pauli_exclusion_principle', 0.001), ('electronegativity', 0.0009), ('dopamine', 0.00075), ('ester', 0.0005), ('serotonin', 0.0003333333333333333), ('ethylene', 0.0003333333333333333), ('benzene', 0.00025), ('hydrazine', 0.00025), ('insulin', 0.00025)]"
113659,"[('entropy', 0.05156666666666667), ('torque', 0.05075), ('viscosity', 0.033424242424242426), ('helmholtz_free_energy', 0.03333333333333333), ('magnetic_field', 0.031083333333333345), ('vapor_pressure', 0.002416666666666667), ('vorticity', 0.002194444444444444), ('hydrazine', 0.001), ('malaria', 0.001), ('diffusion', 0.001), ('pauli_exclusion_principle', 0.001)]"
113813,"[('paramagnetism', 0.001), ('surface_tension', 0.001), ('hydrazine', 0.0005), ('ketone', 0.0005), ('nernst_equation', 0.0005), ('lyme_disease', 0.0003333333333333333), ('sulfuric_acid', 0.00025), ('ester', 0.00025), ('wittig_reaction', 0.00014285714285714284), ('power_(physics)', 0), ('vorticity', 0)]"
115780,"[('paramagnetism', 0.001), ('surface_tension', 0.001), ('titanium', 0.0005), ('pancreas', 0.0003333333333333333), ('mitochondrion', 0.0003333333333333333), ('liver', 0.00025), ('aldosterone', 0.00025), ('spleen', 0.00016666666666666666), ('power_(physics)', 0), ('vorticity', 0), ('liquid_crystal', 0)]"
116389,"[('glycine', 0.20044358974358975), ('angular_momentum', 0.1), ('bacteriophage', 0.05), ('ether', 0.034333333333333334), ('paramagnetism', 0.03358333333333333), ('alcohol', 0.03333333333333333), ('ester', 0.0022), ('hydrazine', 0.0016500000000000002), ('antibody', 0.0015), ('hemoglobin', 0.0015), ('ribosome', 0.00125)]"
122430,"[('bose-einstein_condensate', 0.026000000000000002), ('neutrino', 0.025500000000000002), ('neutron', 0.02041634615384616), ('momentum', 0.00275), ('ferromagnetism', 0.002), ('fugacity', 0.001619047619047619), ('phloem', 0.0015333333333333334), ('gibbs_free_energy', 0.0015), ('moment_of_inertia', 0.0013333333333333333), ('vapor_pressure', 0.0013333333333333333), ('pauli_exclusion_principle', 0.0013333333333333333)]"
145558,"[('liver', 0.03333333333333333), ('pancreas', 0.018666666666666668), ('lysosome', 0.001), ('power_(physics)', 0), ('vorticity', 0), ('liquid_crystal', 0), ('glycine', 0), ('hall_effect', 0), ('friction', 0), ('magnetic_monopole', 0), ('entropy', 0)]"
147637,"[('pauli_exclusion_principle', 0.00175), ('bose-einstein_condensate', 0.001), ('power_(physics)', 0), ('vorticity', 0), ('liquid_crystal', 0), ('glycine', 0), ('lysosome', 0), ('hall_effect', 0), ('friction', 0), ('magnetic_monopole', 0), ('entropy', 0)]"
161777,"[('raman_scattering', 0.08333333333333334), ('electronegativity', 0.0034833333333333335), ('fugacity', 0.0016000000000000003), ('brownian_motion', 0.001), ('spin_(physics)', 0.001), ('zeeman_effect', 0.001), ('vorticity', 0.0006666666666666666), ('wittig_reaction', 0.0005), ('momentum', 0.0005), ('aardvark', 0.0005), ('sulfuric_acid', 0.0005)]"
168420,"[('aspirin', 0.03333333333333333), ('cellulose', 0.001), ('peptidoglycan', 0.001), ('power_(physics)', 0), ('vorticity', 0), ('liquid_crystal', 0), ('glycine', 0), ('lysosome', 0), ('hall_effect', 0), ('friction', 0), ('magnetic_monopole', 0)]"
170184,"[('gibbs_free_energy', 0.058333333333333334), ('diffraction', 0.05), ('fugacity', 0.021666666666666678), ('cherenkov_radiation', 0.0015), ('liquid_crystal', 0.001), ('bose-einstein_condensate', 0.001), ('antibody', 0.001), ('phloem', 0.001), ('viscosity', 0.001), ('compton_scattering', 0.00075), ('electron_transport_chain', 0.0005)]"
173894,"[('dopamine', 0.04033333333333333), ('liver', 0.034583333333333334), ('apoptosis', 0.0252), ('cyclic_adenosine_monophosphate', 0.025), ('hemoglobin', 0.0033333333333333335), ('microtubule', 0.001), ('angular_momentum', 0.001), ('lysosome', 0.0006666666666666666), ('anaphase', 0.0005), ('capacitance', 0.0005), ('retina', 0.00025)]"
184632,"[('moment_of_inertia', 0.0011), ('magnetic_monopole', 0.001), ('spin_(physics)', 0.001), ('liver', 0.001), ('equilibrium_constant', 0.001), ('zeeman_effect', 0.0009166666666666665), ('arrhenius_equation', 0.0007), ('cherenkov_radiation', 0.0006666666666666666), ('angular_momentum', 0.0006666666666666666), ('photoelectric_effect', 0.0006666666666666666), ('electronegativity', 0.0005)]"
185269,"[('amine', 0.025750000000000002), ('operon', 0.004), ('ketone', 0.002), ('citric_acid_cycle', 0.001), ('corpus_callosum', 0.001), ('histone', 0.001), ('bose-einstein_condensate', 0.001), ('transfer_rna', 0.001), ('ether', 0.001), ('aspirin', 0.001), ('mitochondrion', 0.001)]"
188363,"[('thyroid', 0.050666666666666665), ('pancreas', 0.050025), ('lysosome', 0.05), ('aorta', 0.02525), ('hemoglobin', 0.011111111111111112), ('dopamine', 0.001), ('diffraction', 0.001), ('liver', 0.0008384173297966402), ('placenta', 0.00075), ('corpus_callosum', 0.0005), ('niels_bohr', 0.0005)]"
8176,"[('angular_momentum', 0.2), ('operon', 0.051000000000000004), ('abscisic_acid', 0.05), ('electronegativity', 0.025), ('mitochondrion', 0.020500000000000004), ('bose-einstein_condensate', 0.020000000000000004), ('lysosome', 0.001), ('adenosine_triphosphate', 0.001), ('citric_acid_cycle', 0.001), ('benzene', 0.001), ('dark_matter', 0.001)]"
8197,"[('anaphase', 0.029692857142857146), ('capacitor', 0.0005), ('retina', 0.0005), ('placenta', 0.0003333333333333333), ('power_(physics)', 0), ('vorticity', 0), ('liquid_crystal', 0), ('glycine', 0), ('lysosome', 0), ('hall_effect', 0), ('friction', 0)]"
8295,"[('lysosome', 0.014250000000000002), ('mitochondrion', 0.0022500000000000003), ('phloem', 0.0018333333333333333), ('beta_decay', 0.001), ('adenosine_triphosphate', 0.001), ('apoptosis', 0.001), ('ferromagnetism', 0.001), ('bacteriophage', 0.001), ('gibbs_free_energy', 0.001), ('ketone', 0.001), ('fermentation', 0.001)]"
8309,"[('atp_synthase', 0.001), ('serotonin', 0.001), ('ester', 0.0005), ('piezoelectricity', 0.0003333333333333333), ('insulin', 0.0003333333333333333), ('transfer_rna', 0.00025), ('power_(physics)', 0), ('vorticity', 0), ('liquid_crystal', 0), ('glycine', 0), ('lysosome', 0)]"
8428,"[('anaphase', 0.03333333333333333), ('raman_scattering', 0.00125), ('ester', 0.00125), ('beta_decay', 0.001), ('wittig_reaction', 0.001), ('glycolysis', 0.001), ('chlorophyll_a', 0.001), ('ferromagnetism', 0.001), ('bacteriophage', 0.001), ('gibbs_free_energy', 0.001), ('phloem', 0.001)]"
8617,"[('sulfuric_acid', 0.07555), ('hydrazine', 0.0014500000000000001), ('bose-einstein_condensate', 0.00125), ('aspirin', 0.001142857142857143), ('citric_acid_cycle', 0.001), ('capacitor', 0.001), ('anthrax', 0.001), ('spleen', 0.001), ('cherenkov_radiation', 0.0009761904761904762), ('insulin', 0.00075), ('compton_scattering', 0.0006666666666666666)]"
8708,"[('glycolysis', 0.001), ('insulin', 0.0006666666666666666), ('citric_acid_cycle', 0.0005), ('aldosterone', 0.0005), ('paramagnetism', 0.00025), ('power_(physics)', 0), ('vorticity', 0), ('liquid_crystal', 0), ('glycine', 0), ('lysosome', 0), ('hall_effect', 0)]"
8806,"[('vorticity', 0.03333333333333333), ('magnetic_monopole', 0.03333333333333333), ('vapor_pressure', 0.025533333333333335), ('gibbs_free_energy', 0.020000000000000004), ('glycolysis', 0.0016666666666666666), ('compton_scattering', 0.0016666666666666666), ('doppler_effect', 0.0016666666666666666), ('apoptosis', 0.0014166666666666668), ('entropy', 0.0011666666666666665), ('wittig_reaction', 0.001142857142857143), ('zeeman_effect', 0.001042857142857143)]"
8813,"[('aorta', 0.03383333333333333), ('transfer_rna', 0.03333333333333333), ('antibody', 0.020000000000000004), ('ester', 0.0035), ('apoptosis', 0.0032500000000000003), ('dopamine', 0.003), ('phloem', 0.0027), ('insulin', 0.0022333333333333337), ('zeeman_effect', 0.002092857142857143), ('liquid_crystal', 0.002), ('cherenkov_radiation', 0.002)]"
8897,"[('vorticity', 0.03333333333333333), ('higgs_boson', 0.03333333333333333), ('pauli_exclusion_principle', 0.03333333333333333), ('apoptosis', 0.020000000000000004), ('power_(physics)', 0), ('liquid_crystal', 0), ('glycine', 0), ('lysosome', 0), ('hall_effect', 0), ('friction', 0), ('magnetic_monopole', 0)]"
8932,"[('paramagnetism', 0.10125), ('vapor_pressure', 0.10033333333333334), ('angular_momentum', 0.1), ('gibbs_free_energy', 0.1), ('fugacity', 0.06866666666666667), ('raman_scattering', 0.050583333333333334), ('electronegativity', 0.0025), ('hall_effect', 0.0013333333333333333), ('aardvark', 0.001), ('amine', 0.001), ('zeeman_effect', 0.001)]"
9373,"[('fugacity', 0.1), ('liquid_crystal', 0.05320833333333334), ('raman_scattering', 0.02525), ('helmholtz_free_energy', 0.025), ('mitochondrion', 0.020750000000000005), ('ketone', 0.002333333333333333), ('phloem', 0.00175), ('beta_decay', 0.0015), ('ferromagnetism', 0.0015), ('bacteriophage', 0.0015), ('vitamin_k', 0.0015)]"
9485,"[('titanium', 0.0505), ('chlorophyll_a', 0.03333333333333333), ('ether', 0.03333333333333333), ('liver', 0.02133333333333334), ('retina', 0.014885714285714285), ('zeeman_effect', 0.002142857142857143), ('hydrazine', 0.002125), ('citric_acid_cycle', 0.002), ('aspirin', 0.002), ('torque', 0.002), ('spleen', 0.0014)]"
