Question ID,Answer
108094,"[('phloem', 0.10236666666666669), ('lysosome', 0.10083333333333334), ('cyclohexane', 0.10058333333333334), ('hemoglobin', 0.06833333333333332), ('glycine', 0.0505), ('titanium', 0.0505), ('spleen', 0.00459047619047619), ('torque', 0.004333333333333333), ('aorta', 0.00425), ('cyclic_adenosine_monophosphate', 0.004166666666666667), ('mitochondrion', 0.004166666666666667)]"
108535,"[('ester', 0.08885833333333334), ('ether', 0.052500000000000005), ('alkene', 0.03813333333333334), ('wittig_reaction', 0.0370219696969697), ('equilibrium_constant', 0.005000000000000001), ('arrhenius_equation', 0.004), ('amine', 0.0039000000000000007), ('fugacity', 0.0034999999999999996), ('pauli_exclusion_principle', 0.003142857142857143), ('abscisic_acid', 0.003083333333333333), ('antibody', 0.0029081871345029244)]"
110054,"[('cholesterol', 0.04116666666666667), ('insulin', 0.04025000000000001), ('retina', 0.0017333333333333335), ('glycolysis', 0.0015769230769230769), ('anthrax', 0.0013333333333333333), ('birefringence', 0.00125), ('ketone', 0.0012000000000000001), ('peroxisome', 0.0011111111111111111), ('histone', 0.0010833333333333333), ('corpus_callosum', 0.001), ('ferromagnetism', 0.001)]"
112693,"[('electronegativity', 0.05103571428571429), ('cherenkov_radiation', 0.05073333333333333), ('hemoglobin', 0.05005555555555556), ('colligative_properties', 0.05), ('wittig_reaction', 0.035250000000000004), ('chlorophyll_a', 0.034383333333333335), ('ether', 0.034166666666666665), ('cyclohexane', 0.03353333333333333), ('ketone', 0.02525), ('microtubule', 0.014619047619047618), ('zeeman_effect', 0.0025682900432900434)]"
113057,"[('electron_transport_chain', 0.002333333333333333), ('alcohol', 0.0018690476190476191), ('chlorophyll_a', 0.0016500000000000002), ('ester', 0.0015333333333333336), ('glycine', 0.0015213675213675212), ('atp_synthase', 0.0015), ('ketone', 0.001369047619047619), ('hall_effect', 0.0013333333333333333), ('fugacity', 0.0013333333333333333), ('arrhenius_equation', 0.0013333333333333333), ('helmholtz_free_energy', 0.0013333333333333333)]"
113659,"[('piezoelectricity', 0.05178571428571429), ('adrenal_gland', 0.05), ('vapor_pressure', 0.03665196078431372), ('retina', 0.03409375), ('raman_scattering', 0.026202813852813856), ('magnetic_field', 0.00731439393939394), ('magnetic_monopole', 0.006766666666666666), ('doppler_effect', 0.005433333333333333), ('spin_(physics)', 0.005356060606060607), ('vorticity', 0.005309340659340661), ('birefringence', 0.004491228070175438)]"
113813,"[('fugacity', 0.0015), ('hydrazine', 0.0011250000000000001), ('adenosine_triphosphate', 0.001), ('electron_transport_chain', 0.001), ('malaria', 0.001), ('redshift', 0.001), ('fermentation', 0.001), ('paramagnetism', 0.001), ('surface_tension', 0.001), ('diffraction', 0.001), ('raman_scattering', 0.0006666666666666666)]"
115780,"[('adenosine_triphosphate', 0.001), ('fugacity', 0.001), ('hydrazine', 0.001), ('fermentation', 0.001), ('paramagnetism', 0.001), ('surface_tension', 0.001), ('sulfuric_acid', 0.0005), ('aspirin', 0.0005), ('bacteriophage', 0.0003333333333333333), ('electronegativity', 0.0003333333333333333), ('pancreas', 0.0003333333333333333)]"
116389,"[('apoptosis', 0.1030909090909091), ('vitamin_k', 0.10125), ('histone', 0.10092424242424242), ('mitochondrion', 0.06220000000000001), ('atp_synthase', 0.060452020202020215), ('hemoglobin', 0.006337103174603175), ('retina', 0.005275786713286714), ('corpus_callosum', 0.0042), ('ferromagnetism', 0.0037857142857142855), ('ester', 0.0036000000000000003), ('microtubule', 0.003361111111111112)]"
122430,"[('higgs_boson', 0.007), ('neutron', 0.0061834150326797385), ('colligative_properties', 0.0052000000000000015), ('magnetic_monopole', 0.004376923076923077), ('diffusion', 0.004083333333333333), ('spin_(physics)', 0.00365), ('dark_matter', 0.0034166666666666672), ('angular_momentum', 0.0032166666666666667), ('sulfuric_acid', 0.0031999999999999997), ('ferromagnetism', 0.0028111111111111114), ('bose-einstein_condensate', 0.0027777777777777783)]"
145558,"[('birefringence', 0.003235171261487051), ('histone', 0.0028666666666666667), ('liver', 0.0028137426900584797), ('antibody', 0.0027095238095238097), ('syphilis', 0.0025), ('equilibrium_constant', 0.0025), ('chromatography', 0.0025), ('cherenkov_radiation', 0.0024935897435897436), ('compton_scattering', 0.0024000000000000002), ('satyendra_nath_bose', 0.0021666666666666666), ('chemical_potential', 0.0021666666666666666)]"
147637,"[('dark_matter', 0.0025666666666666667), ('spin_(physics)', 0.0021242424242424243), ('friction', 0.0015), ('serotonin', 0.0015), ('neutron', 0.001488095238095238), ('pauli_exclusion_principle', 0.0013333333333333333), ('doppler_effect', 0.0013333333333333333), ('cellulose', 0.00125), ('bose-einstein_condensate', 0.0012416666666666667), ('corpus_callosum', 0.001), ('compton_scattering', 0.001)]"
161777,"[('electronegativity', 0.054962312687312685), ('dark_matter', 0.05275238095238095), ('fugacity', 0.004666691370223979), ('birefringence', 0.0039719298245614034), ('spin_(physics)', 0.003834199134199135), ('hemoglobin', 0.003511111111111111), ('compton_scattering', 0.003404761904761905), ('equilibrium_constant', 0.0033750000000000004), ('sulfuric_acid', 0.003085964912280702), ('bose-einstein_condensate', 0.0030833333333333333), ('amine', 0.0030833333333333333)]"
168420,"[('corpus_callosum', 0.003), ('compton_scattering', 0.003), ('cholesterol', 0.0015), ('equilibrium_constant', 0.0015), ('doppler_effect', 0.00125), ('satyendra_nath_bose', 0.0011666666666666665), ('turbulence', 0.001), ('brownian_motion', 0.001), ('infrared_spectroscopy', 0.001), ('syphilis', 0.001), ('transcription_(genetics)', 0.001)]"
170184,"[('bose-einstein_condensate', 0.0048031135531135544), ('pauli_exclusion_principle', 0.003958333333333333), ('raman_scattering', 0.0036630952380952383), ('satyendra_nath_bose', 0.0033333333333333335), ('liquid_crystal', 0.0032083333333333334), ('fugacity', 0.0031915204678362582), ('infrared_spectroscopy', 0.003116666666666667), ('diffraction', 0.0029242424242424243), ('paramagnetism', 0.002861111111111111), ('titration', 0.002833333333333333), ('equilibrium_constant', 0.00275)]"
173894,"[('pancreas', 0.02575), ('hemoglobin', 0.013972222222222224), ('cyclic_adenosine_monophosphate', 0.013611111111111112), ('anaphase', 0.012977777777777777), ('apoptosis', 0.010375000000000002), ('dopamine', 0.004583333333333333), ('bacteriophage', 0.0033333333333333335), ('mitochondrion', 0.0032), ('microtubule', 0.003), ('liver', 0.002869298245614035), ('moment_of_inertia', 0.00275)]"
184632,"[('electronegativity', 0.0015), ('vorticity', 0.0011250000000000001), ('magnetic_monopole', 0.001), ('magnetic_field', 0.001), ('liver', 0.001), ('equilibrium_constant', 0.0006666666666666666), ('photoelectric_effect', 0.0006666666666666666), ('doppler_effect', 0.0006666666666666666), ('arrhenius_equation', 0.0005909090909090909), ('zeeman_effect', 0.0005833333333333333), ('moment_of_inertia', 0.0005714285714285715)]"
185269,"[('phloem', 0.1005), ('cyclohexane', 0.10033333333333334), ('lysosome', 0.1), ('hemoglobin', 0.0668095238095238), ('titanium', 0.0505), ('glycine', 0.050333333333333334), ('ketone', 0.0025), ('operon', 0.0022500000000000003), ('alkene', 0.002), ('atp_synthase', 0.002), ('bose-einstein_condensate', 0.0015833333333333333)]"
188363,"[('cyclic_adenosine_monophosphate', 0.05305), ('liver', 0.05176374269005849), ('aorta', 0.05025), ('aspirin', 0.003966666666666667), ('transcription_(genetics)', 0.0035), ('bacteriophage', 0.003333333333333333), ('chemical_potential', 0.0032500000000000003), ('hemoglobin', 0.0031666666666666666), ('amine', 0.003), ('dopamine', 0.0029166666666666664), ('spin_(physics)', 0.0027575757575757573)]"
8176,"[('ester', 0.0035123015873015874), ('bose-einstein_condensate', 0.0030873015873015878), ('dark_matter', 0.0027500000000000003), ('pauli_exclusion_principle', 0.0025), ('anaphase', 0.002333333333333333), ('apoptosis', 0.0022500000000000003), ('histone', 0.002236742424242424), ('abscisic_acid', 0.0021666666666666666), ('ketone', 0.0021435897435897436), ('alkene', 0.0021), ('dopamine', 0.0020833333333333333)]"
8197,"[('pauli_exclusion_principle', 0.1005), ('malaria', 0.033666666666666664), ('neutron', 0.0022500000000000003), ('friction', 0.002), ('histone', 0.002), ('fermentation', 0.002), ('retina', 0.001976190476190476), ('diffraction', 0.0018333333333333333), ('electronegativity', 0.00175), ('placenta', 0.0016666666666666666), ('birefringence', 0.0015833333333333333)]"
8295,"[('mitochondrion', 0.003660714285714286), ('apoptosis', 0.0020972222222222225), ('chlorophyll_a', 0.0020083333333333333), ('peroxisome', 0.002), ('histone', 0.001642857142857143), ('cartilage', 0.001642857142857143), ('photosynthesis', 0.0015333333333333334), ('corpus_callosum', 0.0015), ('transcription_(genetics)', 0.0015), ('meiosis', 0.0015), ('ester', 0.0014500000000000001)]"
8309,"[('fermentation', 0.002), ('nernst_equation', 0.0015), ('titration', 0.0013333333333333333), ('infrared_spectroscopy', 0.00125), ('pauli_exclusion_principle', 0.0012000000000000001), ('cholesterol', 0.0011666666666666668), ('ester', 0.0010625), ('polarization_(waves)', 0.001), ('cellulose', 0.001), ('serotonin', 0.001), ('peroxisome', 0.001)]"
8428,"[('glycolysis', 0.004), ('citric_acid_cycle', 0.003916666666666666), ('cyclic_adenosine_monophosphate', 0.0031666666666666666), ('mitochondrion', 0.0030000000000000005), ('dark_matter', 0.0025833333333333333), ('electron_transport_chain', 0.0025000000000000005), ('microtubule', 0.0023333333333333335), ('hemoglobin', 0.0022500000000000003), ('anaphase', 0.0021666666666666666), ('apoptosis', 0.002090909090909091), ('chlorophyll_a', 0.0019583333333333336)]"
8617,"[('hemoglobin', 0.10244444444444446), ('wittig_reaction', 0.0697261904761905), ('ether', 0.06874999999999999), ('cyclohexane', 0.06826666666666667), ('chlorophyll_a', 0.06772857142857143), ('ketone', 0.05146428571428572), ('microtubule', 0.029571428571428568), ('cholesterol', 0.004916666666666667), ('compton_scattering', 0.004404761904761904), ('liver', 0.004021929824561403), ('equilibrium_constant', 0.004)]"
8708,"[('hemoglobin', 0.1125), ('insulin', 0.06686666666666667), ('polarization_(waves)', 0.06666666666666667), ('zeeman_effect', 0.05047619047619048), ('pancreas', 0.025333333333333336), ('anaphase', 0.011444444444444445), ('cyclic_adenosine_monophosphate', 0.011111111111111112), ('apoptosis', 0.010500000000000002), ('birefringence', 0.0012000000000000001), ('glycolysis', 0.001), ('cellulose', 0.001)]"
8806,"[('wittig_reaction', 0.0037261904761904763), ('liver', 0.003685964912280702), ('equilibrium_constant', 0.0036666666666666666), ('doppler_effect', 0.003566666666666667), ('compton_scattering', 0.002933333333333334), ('cholesterol', 0.002916666666666667), ('sulfuric_acid', 0.0024977443609022557), ('phloem', 0.002388888888888889), ('zeeman_effect', 0.0023067131398013755), ('bose-einstein_condensate', 0.0022916666666666667), ('vapor_pressure', 0.0022208216619981325)]"
8813,"[('hemoglobin', 0.10295535714285714), ('insulin', 0.07143333333333336), ('polarization_(waves)', 0.06766666666666667), ('zeeman_effect', 0.053302813852813866), ('hydrazine', 0.026458333333333337), ('ester', 0.005545833333333333), ('aspirin', 0.004816666666666665), ('photoelectric_effect', 0.004666666666666667), ('pancreas', 0.004416666666666667), ('bose-einstein_condensate', 0.00425), ('liquid_crystal', 0.004)]"
8897,"[('placenta', 0.001), ('glycolysis', 0.001), ('raman_scattering', 0.001), ('paramagnetism', 0.0008333333333333333), ('apoptosis', 0.0005), ('dark_matter', 0.0005), ('gibbs_free_energy', 0.0005), ('fermentation', 0.0005), ('hemoglobin', 0.0005), ('mitochondrion', 0.0005), ('ester', 0.0005)]"
8932,"[('torque', 0.06754179235796884), ('capacitance', 0.05145), ('hall_effect', 0.051428571428571435), ('turbulence', 0.05116666666666667), ('electronegativity', 0.045212770562770566), ('dark_matter', 0.025633333333333334), ('angular_momentum', 0.004083333333333333), ('compton_scattering', 0.003521428571428571), ('ether', 0.003416666666666667), ('ferromagnetism', 0.0033134920634920635), ('power_(physics)', 0.0031666666666666666)]"
9373,"[('magnetic_monopole', 0.09251025641025641), ('paramagnetism', 0.06867380952380954), ('arrhenius_equation', 0.0682888888888889), ('liquid_crystal', 0.0576529761904762), ('beta_decay', 0.05308333333333334), ('niels_bohr', 0.05193333333333334), ('helmholtz_free_energy', 0.05072619047619048), ('mitochondrion', 0.04334311355311356), ('electronegativity', 0.03501785714285714), ('capacitance', 0.034833333333333334), ('fugacity', 0.034319444444444444)]"
9485,"[('hemoglobin', 0.05238055555555556), ('ether', 0.03516666666666666), ('chlorophyll_a', 0.03488333333333333), ('wittig_reaction', 0.03442316017316018), ('cyclohexane', 0.03373333333333333), ('ketone', 0.026726190476190476), ('microtubule', 0.016785714285714286), ('sulfuric_acid', 0.005917224880382775), ('ferromagnetism', 0.005742857142857142), ('bose-einstein_condensate', 0.0050416666666666665), ('hydrazine', 0.004913461538461539)]"
